customerid,recency,frequency,monetary,Cluster3,Cluster4,Cluster,ClusterLabel
13491,51,10,1215.82,2,0,0,Potential Customers
17410,16,5,1214.7199999999998,2,0,0,Potential Customers
13055,78,3,1214.41,2,0,0,Potential Customers
18263,25,3,1213.16,2,0,0,Potential Customers
13918,49,2,1212.84,2,0,0,Potential Customers
16653,16,2,1212.6600000000003,2,0,0,Potential Customers
12464,10,8,1212.05,2,0,0,Potential Customers
17653,36,4,1207.5600000000002,2,0,0,Potential Customers
15737,14,8,1205.12,2,0,0,Potential Customers
16800,11,1,1201.490000000001,2,0,0,Potential Customers
13158,94,4,1201.0600000000004,2,0,0,Potential Customers
17320,100,3,1200.6199999999997,2,0,0,Potential Customers
17800,37,9,1199.0100000000002,2,0,0,Potential Customers
15605,36,5,1198.23,2,0,0,Potential Customers
13118,19,5,1197.8099999999995,2,0,0,Potential Customers
13211,10,3,1197.42,2,0,0,Potential Customers
16042,22,5,1197.2700000000002,2,0,0,Potential Customers
17867,30,6,1197.1000000000006,2,0,0,Potential Customers
14487,26,6,1196.3300000000002,2,0,0,Potential Customers
17720,26,4,1195.9400000000005,2,0,0,Potential Customers
17526,4,4,1195.9,2,0,0,Potential Customers
15145,4,4,1194.7300000000005,2,0,0,Potential Customers
12611,52,1,1193.3200000000002,2,0,0,Potential Customers
13882,2,5,1191.13,2,0,0,Potential Customers
12462,18,2,1189.5900000000004,2,0,0,Potential Customers
16612,32,4,1187.6599999999996,2,0,0,Potential Customers
15630,45,2,1186.35,2,0,0,Potential Customers
13752,124,6,1186.2800000000002,2,0,0,Potential Customers
17058,81,3,1179.8900000000003,2,0,0,Potential Customers
16950,56,3,1178.5600000000002,2,0,0,Potential Customers
12885,63,3,1175.22,2,0,0,Potential Customers
12640,23,3,1174.5800000000002,2,0,0,Potential Customers
15306,64,3,1174.3499999999997,2,0,0,Potential Customers
14857,59,2,1173.12,2,0,0,Potential Customers
13611,89,3,1171.8000000000004,2,0,0,Potential Customers
18168,176,6,1169.9400000000005,1,2,2,Lost Customers
12358,1,2,1168.06,2,0,0,Potential Customers
13500,23,3,1166.7700000000002,2,0,0,Potential Customers
14737,3,3,1164.55,2,0,0,Potential Customers
14261,50,2,1163.4499999999998,2,0,0,Potential Customers
14447,18,5,1163.2300000000005,2,0,0,Potential Customers
16714,218,3,1161.5299999999995,1,2,2,Lost Customers
12546,46,2,1161.5000000000005,2,0,0,Potential Customers
15088,21,2,1160.0700000000002,2,0,0,Potential Customers
17348,14,5,1159.5200000000011,2,0,0,Potential Customers
13499,17,5,1159.11,2,0,0,Potential Customers
16184,64,6,1158.7900000000002,2,0,0,Potential Customers
14723,10,6,1158.2999999999986,2,0,0,Potential Customers
13744,95,2,1156.359999999999,2,0,0,Potential Customers
16637,32,4,1154.4700000000005,2,0,0,Potential Customers
16062,9,4,1153.6199999999994,2,0,0,Potential Customers
12710,96,3,1149.0200000000004,2,0,0,Potential Customers
17505,161,2,1145.84,1,2,2,Lost Customers
16766,273,2,1145.6,1,2,2,Lost Customers
12769,238,1,1143.6,1,2,2,Lost Customers
17770,198,5,1143.2699999999998,1,2,2,Lost Customers
18125,29,4,1142.9899999999996,2,0,0,Potential Customers
15985,123,2,1142.4200000000003,2,0,0,Potential Customers
16270,353,1,1141.2400000000002,1,2,2,Lost Customers
13330,92,3,1140.9299999999996,2,0,0,Potential Customers
13819,301,3,1140.35,1,2,2,Lost Customers
16172,95,5,1140.2100000000005,2,0,0,Potential Customers
17135,16,7,1139.7299999999998,2,0,0,Potential Customers
17500,17,3,1138.0,2,0,0,Potential Customers
17302,14,5,1135.63,2,0,0,Potential Customers
17242,108,2,1135.0399999999995,2,0,0,Potential Customers
15489,22,3,1134.2800000000004,2,0,0,Potential Customers
16989,7,6,1133.25,2,0,0,Potential Customers
17585,109,4,1133.0699999999997,2,0,0,Potential Customers
13282,18,3,1132.14,2,0,0,Potential Customers
13772,33,3,1132.13,2,0,0,Potential Customers
13310,28,3,1132.0300000000004,2,0,0,Potential Customers
13610,12,7,1131.8800000000003,2,0,0,Potential Customers
15500,8,4,1131.5600000000004,2,0,0,Potential Customers
13447,23,3,1129.1399999999996,2,0,0,Potential Customers
14824,10,4,1127.7100000000005,2,0,0,Potential Customers
12609,78,3,1126.85,2,0,0,Potential Customers
14708,2,3,1126.37,2,0,0,Potential Customers
17470,44,5,1125.0700000000002,2,0,0,Potential Customers
14129,1,5,1123.86,2,0,0,Potential Customers
15436,12,3,1122.5300000000004,2,0,0,Potential Customers
13486,78,3,1122.41,2,0,0,Potential Customers
17562,14,7,1122.3799999999997,2,0,0,Potential Customers
16807,142,3,1121.59,2,0,0,Potential Customers
16086,59,5,1121.39,2,0,0,Potential Customers
15730,65,3,1120.8800000000003,2,0,0,Potential Customers
17894,71,8,1119.8100000000002,2,0,0,Potential Customers
14276,98,3,1119.7399999999998,2,0,0,Potential Customers
13064,12,4,1119.49,2,0,0,Potential Customers
12842,70,2,1118.9899999999998,2,0,0,Potential Customers
15716,145,4,1118.81,2,0,0,Potential Customers
17788,73,2,1117.9,2,0,0,Potential Customers
13591,64,3,1117.13,2,0,0,Potential Customers
14971,35,3,1116.57,2,0,0,Potential Customers
16350,21,4,1116.4699999999998,2,0,0,Potential Customers
12679,58,4,1113.0200000000002,2,0,0,Potential Customers
17609,40,5,1112.2200000000005,2,0,0,Potential Customers
16049,40,3,1111.7899999999995,2,0,0,Potential Customers
14161,215,3,1110.52,1,2,2,Lost Customers
14817,200,2,1110.34,1,2,2,Lost Customers
15069,179,1,1109.53,1,2,2,Lost Customers
12399,119,4,1108.65,2,0,0,Potential Customers
15933,21,3,1107.4600000000005,2,0,0,Potential Customers
16833,1,4,1106.53,2,0,0,Potential Customers
12857,210,2,1106.4,1,2,2,Lost Customers
14410,92,9,1105.0699999999997,2,0,0,Potential Customers
14948,23,6,1101.9699999999996,2,0,0,Potential Customers
17047,85,3,1100.9000000000003,2,0,0,Potential Customers
14744,16,7,1099.98,2,0,0,Potential Customers
15978,77,1,1098.78,2,0,0,Potential Customers
13104,3,6,1098.48,2,0,0,Potential Customers
17966,37,5,1098.43,2,0,0,Potential Customers
16225,44,5,1096.3199999999997,2,0,0,Potential Customers
16533,19,3,1095.5600000000002,2,0,0,Potential Customers
13652,45,3,1095.08,2,0,0,Potential Customers
15745,19,4,1094.59,2,0,0,Potential Customers
15608,28,4,1093.6799999999996,2,0,0,Potential Customers
13521,1,3,1093.65,2,0,0,Potential Customers
18189,77,2,1090.2400000000002,2,0,0,Potential Customers
13853,57,1,1090.1399999999994,2,0,0,Potential Customers
12534,130,1,1089.1799999999998,2,0,0,Potential Customers
15763,31,2,1086.9200000000003,2,0,0,Potential Customers
13467,10,2,1083.7100000000005,2,0,0,Potential Customers
17041,26,3,1081.5699999999997,2,0,0,Potential Customers
14561,75,3,1080.7600000000004,2,0,0,Potential Customers
16200,4,2,1080.6199999999994,2,0,0,Potential Customers
13726,38,2,1079.6600000000003,2,0,0,Potential Customers
15197,10,3,1079.61,2,0,0,Potential Customers
12354,232,1,1079.4,1,2,2,Lost Customers
13715,281,5,1079.34,1,2,2,Lost Customers
16980,255,2,1078.96,1,2,2,Lost Customers
14352,157,4,1078.9599999999998,1,2,2,Lost Customers
16094,11,4,1078.2299999999998,2,0,0,Potential Customers
16563,53,1,1077.7399999999998,2,0,0,Potential Customers
13131,23,3,1073.3000000000002,2,0,0,Potential Customers
15712,9,5,1072.3600000000004,2,0,0,Potential Customers
15238,29,3,1071.9899999999998,2,0,0,Potential Customers
13635,67,1,1071.0300000000002,2,0,0,Potential Customers
17522,1,5,1070.7100000000005,2,0,0,Potential Customers
13761,50,2,1070.65,2,0,0,Potential Customers
14212,89,1,1070.48,2,0,0,Potential Customers
17214,60,6,1069.1199999999997,2,0,0,Potential Customers
16918,49,6,1068.8199999999997,2,0,0,Potential Customers
15027,30,4,1066.15,2,0,0,Potential Customers
17277,227,2,1065.35,1,2,2,Lost Customers
14488,67,1,1064.2800000000002,2,0,0,Potential Customers
17287,26,7,1064.1100000000006,2,0,0,Potential Customers
12951,8,6,1064.0700000000002,2,0,0,Potential Customers
15801,46,3,1063.9499999999998,2,0,0,Potential Customers
12936,17,4,1063.9,2,0,0,Potential Customers
12815,147,2,1063.46,1,2,2,Lost Customers
14411,310,1,1062.9999999999998,1,2,2,Lost Customers
16214,170,3,1062.7499999999998,1,2,2,Lost Customers
15996,88,6,1060.6799999999994,2,0,0,Potential Customers
15706,63,4,1060.56,2,0,0,Potential Customers
17727,15,1,1060.25,2,0,0,Potential Customers
18130,15,3,1059.3900000000003,2,0,0,Potential Customers
14465,246,3,1058.6200000000008,1,2,2,Lost Customers
13455,24,2,1058.34,2,0,0,Potential Customers
14419,10,6,1058.0600000000002,2,0,0,Potential Customers
15407,33,4,1056.4400000000005,2,0,0,Potential Customers
14514,61,3,1055.35,2,0,0,Potential Customers
15977,17,2,1054.7299999999998,2,0,0,Potential Customers
16728,46,4,1054.6699999999994,2,0,0,Potential Customers
12716,3,2,1053.49,2,0,0,Potential Customers
14583,5,5,1052.5500000000006,2,0,0,Potential Customers
16416,26,3,1051.4,2,0,0,Potential Customers
12849,31,2,1050.89,2,0,0,Potential Customers
14224,110,4,1050.12,2,0,0,Potential Customers
15329,39,3,1049.7,2,0,0,Potential Customers
14078,101,6,1049.3700000000006,2,0,0,Potential Customers
15464,338,1,1048.85,1,2,2,Lost Customers
15839,33,3,1048.49,2,0,0,Potential Customers
15777,241,4,1047.1100000000004,1,2,2,Lost Customers
16520,186,3,1046.57,1,2,2,Lost Customers
14293,3,4,1046.5599999999995,2,0,0,Potential Customers
17042,2,5,1044.3800000000003,2,0,0,Potential Customers
15192,119,3,1044.3200000000002,2,0,0,Potential Customers
14389,65,2,1043.4600000000005,2,0,0,Potential Customers
15073,9,3,1043.41,2,0,0,Potential Customers
12497,81,1,1043.1,2,0,0,Potential Customers
14584,169,4,1042.2599999999993,1,2,2,Lost Customers
13719,15,5,1041.68,2,0,0,Potential Customers
18221,22,5,1041.61,2,0,0,Potential Customers
15434,8,5,1041.4800000000002,2,0,0,Potential Customers
14446,0,4,1039.5800000000008,2,0,0,Potential Customers
16320,172,2,1038.46,1,2,2,Lost Customers
16175,94,4,1037.59,2,0,0,Potential Customers
12691,28,6,1035.8,2,0,0,Potential Customers
16260,50,1,1035.45,2,0,0,Potential Customers
13639,74,1,1033.34,2,0,0,Potential Customers
17724,71,3,1033.0,2,0,0,Potential Customers
12599,29,7,1032.5800000000004,2,0,0,Potential Customers
17405,1,3,1031.4100000000003,2,0,0,Potential Customers
12724,5,4,1031.41,2,0,0,Potential Customers
13235,212,1,1031.0699999999997,1,2,2,Lost Customers
12717,151,2,1030.98,1,2,2,Lost Customers
13253,156,2,1030.4,1,2,2,Lost Customers
17033,86,3,1030.14,2,0,0,Potential Customers
15333,208,1,1028.56,1,2,2,Lost Customers
16682,4,5,1027.9999999999998,2,0,0,Potential Customers
15104,196,2,1027.44,1,2,2,Lost Customers
13956,5,5,1026.4200000000003,2,0,0,Potential Customers
16160,65,2,1025.44,2,0,0,Potential Customers
14904,2,2,1025.4399999999998,2,0,0,Potential Customers
15658,190,5,1024.0999999999997,1,2,2,Lost Customers
17096,15,4,1022.1300000000002,2,0,0,Potential Customers
14346,120,2,1021.5800000000004,2,0,0,Potential Customers
13165,46,2,1021.48,2,0,0,Potential Customers
12572,8,2,1020.4200000000004,2,0,0,Potential Customers
13376,99,3,1019.7600000000002,2,0,0,Potential Customers
18142,157,2,1019.52,1,2,2,Lost Customers
12828,2,6,1018.7100000000002,2,0,0,Potential Customers
14083,4,9,1018.4299999999998,2,0,0,Potential Customers
12514,267,1,1017.6799999999996,1,2,2,Lost Customers
13728,36,6,1016.14,2,0,0,Potential Customers
13867,31,3,1015.2900000000002,2,0,0,Potential Customers
12642,25,3,1013.2599999999998,2,0,0,Potential Customers
12739,78,2,1013.0399999999998,2,0,0,Potential Customers
17197,29,1,1013.01,2,0,0,Potential Customers
14195,201,2,1011.9999999999998,1,2,2,Lost Customers
14775,58,3,1011.9,2,0,0,Potential Customers
16229,87,2,1010.5999999999998,2,0,0,Potential Customers
13032,52,2,1010.1799999999996,2,0,0,Potential Customers
16572,127,3,1009.5999999999998,2,0,0,Potential Customers
16174,126,3,1009.55,2,0,0,Potential Customers
17951,39,3,1008.54,2,0,0,Potential Customers
17646,219,3,1008.39,1,2,2,Lost Customers
14631,50,3,1006.98,2,0,0,Potential Customers
13429,10,4,1006.8,2,0,0,Potential Customers
17126,152,5,1004.7499999999998,1,2,2,Lost Customers
14214,30,5,1004.3799999999998,2,0,0,Potential Customers
13410,24,5,1003.06,2,0,0,Potential Customers
12446,57,1,1002.3099999999998,2,0,0,Potential Customers
12545,75,2,1000.39,2,0,0,Potential Customers
15508,189,6,1000.2700000000004,1,2,2,Lost Customers
18143,116,2,1000.16,2,0,0,Potential Customers
12722,85,4,997.63,2,0,0,Potential Customers
14540,9,3,996.2599999999998,2,0,0,Potential Customers
15110,23,4,996.1,2,0,0,Potential Customers
17594,85,2,993.1799999999996,2,0,0,Potential Customers
16009,22,4,992.71,2,0,0,Potential Customers
13363,17,2,992.5000000000005,2,0,0,Potential Customers
14223,92,3,991.13,2,0,0,Potential Customers
16232,43,4,990.8799999999998,2,0,0,Potential Customers
17324,17,4,990.2300000000002,2,0,0,Potential Customers
15062,71,4,987.86,2,0,0,Potential Customers
18237,2,5,987.0999999999998,2,0,0,Potential Customers
16376,8,2,987.01,2,0,0,Potential Customers
13117,21,8,984.9099999999996,2,0,0,Potential Customers
17144,1,2,984.57,2,0,0,Potential Customers
12510,142,2,982.5700000000002,1,0,0,Potential Customers
15133,127,3,982.4199999999998,2,0,0,Potential Customers
14138,1,2,982.3800000000002,2,0,0,Potential Customers
15071,93,2,982.07,2,0,0,Potential Customers
16188,44,4,981.86,2,0,0,Potential Customers
16907,29,5,981.6500000000004,2,0,0,Potential Customers
16085,23,5,981.5099999999996,2,0,0,Potential Customers
12541,29,3,981.1800000000004,2,0,0,Potential Customers
18170,33,3,980.31,2,0,0,Potential Customers
13509,8,7,979.72,2,0,0,Potential Customers
15506,22,3,979.2600000000002,2,0,0,Potential Customers
13350,16,2,979.12,2,0,0,Potential Customers
15132,18,5,977.9300000000002,2,0,0,Potential Customers
14920,212,2,977.77,1,2,2,Lost Customers
15860,40,8,977.2099999999992,2,0,0,Potential Customers
13026,1,5,975.3599999999996,2,0,0,Potential Customers
14522,24,4,974.54,2,0,0,Potential Customers
15449,26,3,974.52,2,0,0,Potential Customers
12994,4,3,974.42,2,0,0,Potential Customers
15747,12,3,974.0399999999996,2,0,0,Potential Customers
18194,82,1,973.84,2,0,0,Potential Customers
16419,112,6,972.23,2,0,0,Potential Customers
13155,33,4,971.76,2,0,0,Potential Customers
17100,18,2,971.74,2,0,0,Potential Customers
17618,5,3,971.58,2,0,0,Potential Customers
14256,260,2,969.06,1,2,2,Lost Customers
15907,3,3,967.4499999999996,2,0,0,Potential Customers
15793,14,3,965.6099999999998,2,0,0,Potential Customers
12550,79,1,964.8299999999996,2,0,0,Potential Customers
13138,22,6,962.39,2,0,0,Potential Customers
14006,115,3,962.19,2,0,0,Potential Customers
15156,1,3,961.4899999999998,2,0,0,Potential Customers
14629,4,2,959.0100000000008,2,0,0,Potential Customers
18192,71,1,957.97,2,0,0,Potential Customers
13823,18,2,957.6600000000002,2,0,0,Potential Customers
12697,28,3,957.59,2,0,0,Potential Customers
15948,8,2,955.24,2,0,0,Potential Customers
17244,53,1,954.9,2,0,0,Potential Customers
17097,2,8,954.4199999999998,2,0,0,Potential Customers
15835,44,4,954.0899999999996,2,0,0,Potential Customers
16934,54,2,950.9299999999998,2,0,0,Potential Customers
15421,58,4,950.3599999999994,2,0,0,Potential Customers
16511,21,3,950.2599999999998,2,0,0,Potential Customers
13636,36,5,949.1199999999998,2,0,0,Potential Customers
12822,70,2,948.8800000000002,2,0,0,Potential Customers
17044,25,1,948.48,2,0,0,Potential Customers
13748,95,5,948.2499999999998,2,0,0,Potential Customers
15787,26,3,948.05,2,0,0,Potential Customers
12458,71,2,947.4,2,0,0,Potential Customers
15707,35,4,945.58,2,0,0,Potential Customers
17289,31,3,944.41,2,0,0,Potential Customers
13261,268,2,944.1,1,2,2,Lost Customers
12820,3,4,942.3399999999998,2,0,0,Potential Customers
14075,4,3,942.2599999999996,2,0,0,Potential Customers
15576,37,1,940.67,2,0,0,Potential Customers
15289,29,3,939.7800000000002,2,0,0,Potential Customers
17527,53,4,939.37,2,0,0,Potential Customers
17227,18,6,939.32,2,0,0,Potential Customers
16584,80,2,936.08,2,0,0,Potential Customers
14140,3,2,935.0499999999996,2,0,0,Potential Customers
16027,91,6,934.62,2,0,0,Potential Customers
14081,302,2,934.5200000000002,1,2,2,Lost Customers
12924,88,4,933.7000000000002,2,0,0,Potential Customers
16657,9,4,933.6199999999995,2,0,0,Potential Customers
13655,114,2,932.97,2,0,0,Potential Customers
14532,236,4,932.85,1,2,2,Lost Customers
18133,212,1,931.5,1,2,2,Lost Customers
17552,60,4,930.41,2,0,0,Potential Customers
14475,71,3,925.85,2,0,0,Potential Customers
14231,183,3,925.71,1,2,2,Lost Customers
17048,117,3,925.35,2,0,0,Potential Customers
15312,75,4,924.85,2,0,0,Potential Customers
13805,52,2,924.6,2,0,0,Potential Customers
15654,9,2,922.53,2,0,0,Potential Customers
13122,94,2,922.3900000000002,2,0,0,Potential Customers
16551,95,3,922.12,2,0,0,Potential Customers
13934,263,1,922.1,1,2,2,Lost Customers
13035,73,2,921.88,2,0,0,Potential Customers
17323,15,7,921.0700000000006,2,0,0,Potential Customers
13984,26,5,920.51,2,0,0,Potential Customers
17018,40,2,920.1,2,0,0,Potential Customers
12652,331,1,919.98,1,2,2,Lost Customers
13075,129,1,919.61,2,0,0,Potential Customers
15253,16,5,918.2,2,0,0,Potential Customers
13549,25,7,918.1999999999998,2,0,0,Potential Customers
14015,52,1,917.34,2,0,0,Potential Customers
14712,29,3,917.07,2,0,0,Potential Customers
17236,12,6,916.1300000000006,2,0,0,Potential Customers
14141,2,4,915.13,2,0,0,Potential Customers
16216,267,1,914.93,1,2,2,Lost Customers
16809,23,5,914.6899999999998,2,0,0,Potential Customers
15587,50,4,913.68,2,0,0,Potential Customers
12940,54,2,913.54,2,0,0,Potential Customers
15364,95,2,913.1900000000004,2,0,0,Potential Customers
14359,19,3,912.18,2,0,0,Potential Customers
13782,12,6,911.9999999999992,2,0,0,Potential Customers
13192,95,2,911.9400000000002,2,0,0,Potential Customers
14289,8,6,911.26,2,0,0,Potential Customers
18096,11,3,911.15,2,0,0,Potential Customers
13689,63,1,910.0,2,0,0,Potential Customers
15511,11,5,909.2300000000002,2,0,0,Potential Customers
13038,80,3,908.4599999999998,2,0,0,Potential Customers
14449,18,4,907.0999999999992,2,0,0,Potential Customers
15480,116,1,905.5,2,0,0,Potential Customers
15022,11,4,905.0399999999996,2,0,0,Potential Customers
15807,50,3,903.9,2,0,0,Potential Customers
17566,8,2,901.2100000000008,2,0,0,Potential Customers
16716,266,2,901.2,1,2,2,Lost Customers
17848,81,9,901.2,2,0,0,Potential Customers
14625,196,2,899.6300000000001,1,2,2,Lost Customers
17886,31,3,899.6099999999999,2,0,0,Potential Customers
13662,85,3,897.7600000000001,2,0,0,Potential Customers
17537,29,2,897.62,2,0,0,Potential Customers
16361,9,4,896.66,2,0,0,Potential Customers
15079,212,4,895.6099999999999,1,2,2,Lost Customers
15865,40,3,895.13,2,0,0,Potential Customers
15211,60,2,894.41,2,0,0,Potential Customers
15066,53,1,893.5899999999999,2,0,0,Potential Customers
12772,59,1,892.4699999999999,2,0,0,Potential Customers
13515,72,4,891.1200000000003,2,0,0,Potential Customers
15255,66,1,890.8500000000001,2,0,0,Potential Customers
14240,30,2,890.3400000000004,2,0,0,Potential Customers
17027,78,6,890.2899999999997,2,0,0,Potential Customers
14344,127,8,889.9300000000002,2,0,0,Potential Customers
17007,50,6,889.9300000000001,2,0,0,Potential Customers
14623,32,5,889.25,2,0,0,Potential Customers
17829,298,1,889.2400000000001,1,2,2,Lost Customers
16347,11,2,887.6500000000003,2,0,0,Potential Customers
16900,16,3,887.1100000000002,2,0,0,Potential Customers
